actor,atk_margin,atk_overflow,atk_roll,atk_skill_before,atk_skill_gain,atk_xp,combat,def_margin,def_overflow,def_roll,def_skill_before,def_skill_gain,def_xp,defender,effect,effect_mag_after_ad,effect_tier,exchange,hp_after_actor,hp_after_defender,hp_damage,location_index,outcome,skill,tag_check,zone
Beta,,0,70,27,1,43,3,,7,57,37,0,20,Alpha,Disarm,,,39,267,422,,,repeat,Disarm,,
Beta,,0,73,28,1,45,3,,11,61,37,0,24,Alpha,Equipment Damage,,,40,267,411,,,repeat,Equipment Damage,,
Alpha,,47,97,28,2,69,3,27,0,11,38,0,0,Beta,Inflict Injury,,,41,364,267,,,defender-wins,Attack,,
Alpha,,23,73,29,1,44,3,,0,89,38,1,51,Beta,Grappled,,,42,341,267,,,repeat,Grapple,,
Alpha,,0,35,28,0,7,3,,0,79,39,1,40,Beta,Prone,,,43,341,267,,,repeat,Trip,,
Alpha,,5,70,27,1,43,3,14,0,26,40,0,0,Beta,Disarm,,,44,336,267,,,defender-wins,Disarm,,
Alpha,18,0,8,26,0,0,3,,0,48,40,0,8,Beta,Equipment Damage,,2,45,336,249,18,80,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Beta,,0,54,28,0,26,3,4,0,33,37,0,0,Alpha,Inflict Injury,,,46,249,336,,,defender-wins,Attack,,
Beta,15,0,13,28,0,0,3,2,0,35,37,0,0,Alpha,Grappled,1,2,47,249,336,,31,attacker-wins,Grapple,pass,Torso
Beta,,0,36,25,0,11,3,,0,46,37,0,9,Alpha,Prone,,,48,249,336,,,repeat,Trip,,
Beta,,0,95,28,2,67,3,13,0,24,37,0,0,Alpha,Disarm,,,49,249,336,,,defender-wins,Disarm,,
Beta,,0,68,29,1,39,3,35,0,2,37,0,0,Alpha,Equipment Damage,,,50,249,336,,,defender-wins,Equipment Damage,,
Alpha,,0,56,30,0,26,3,,2,86,40,1,46,Beta,Inflict Injury,,,51,336,247,,,repeat,Attack,,
Alpha,,0,73,30,1,43,3,,24,74,41,0,33,Beta,Grappled,,,52,336,223,,,repeat,Grapple,,
Alpha,,0,93,28,2,65,3,37,0,4,41,0,0,Beta,Prone,,,53,336,223,,,defender-wins,Trip,,
Alpha,,0,52,28,0,24,3,,4,100,41,1,59,Beta,Disarm,,,54,336,219,,,repeat,Disarm,,
Alpha,,0,45,26,0,19,3,32,0,10,42,0,0,Beta,Equipment Damage,,,55,336,219,,,defender-wins,Equipment Damage,,
Beta,25,0,3,28,0,0,3,28,0,9,37,0,0,Alpha,Inflict Injury,,,56,219,336,,,defender-wins,Attack,,
Beta,,0,79,28,1,51,3,,0,87,37,1,50,Alpha,Grappled,,,57,219,336,,,repeat,Grapple,,
Beta,,0,92,25,2,67,3,,6,91,38,1,53,Alpha,Prone,,,58,219,330,,,repeat,Trip,,
Beta,,0,39,30,0,9,3,,21,71,39,0,32,Alpha,Disarm,,,59,219,309,,,repeat,Disarm,,
Beta,,17,94,30,2,64,3,,21,71,39,0,32,Alpha,Equipment Damage,,,60,202,288,,,repeat,Equipment Damage,,
Alpha,,0,36,30,0,6,3,,9,59,42,0,17,Beta,Inflict Injury,,,61,288,193,,,repeat,Attack,,
Alpha,30,0,1,31,0,0,3,31,0,11,42,0,0,Beta,Grappled,,,62,288,193,,,defender-wins,Grapple,,
Alpha,6,0,24,30,0,0,3,2,0,40,42,0,0,Beta,Prone,1,2,63,288,193,,42,attacker-wins,Trip,pass,Torso
Alpha,23,0,5,28,0,0,3,2,0,40,42,0,0,Beta,Disarm,,2,64,288,172,21,50,attacker-wins,Disarm,fail-and-fall-back,Torso
Alpha,,0,43,26,0,17,3,,0,91,42,1,49,Beta,Equipment Damage,,,65,288,172,,,repeat,Equipment Damage,,
Beta,14,0,14,28,0,0,3,,0,48,39,0,9,Alpha,Inflict Injury,,,66,172,274,14,,attacker-wins,Attack,,
Beta,5,0,24,29,0,0,3,,0,46,39,0,7,Alpha,Grappled,1,2,67,172,274,,42,attacker-wins,Grapple,pass,Torso
Beta,,0,31,27,0,4,3,,0,57,39,0,18,Alpha,Prone,,,68,172,274,,,repeat,Trip,,
Beta,,0,52,30,0,22,3,,0,69,39,0,30,Alpha,Disarm,,,69,172,274,,,repeat,Disarm,,
Beta,,0,48,32,0,16,3,25,0,14,39,0,0,Alpha,Equipment Damage,,,70,172,274,,,defender-wins,Equipment Damage,,
Alpha,21,0,9,30,0,0,3,7,0,36,43,0,0,Beta,Inflict Injury,,,71,274,158,14,,attacker-wins,Attack,,
Alpha,,0,49,31,0,18,3,,0,98,43,1,55,Beta,Grappled,,,72,274,158,,,repeat,Grapple,,
Alpha,,0,94,30,2,64,3,,0,58,44,0,14,Beta,Prone,,,73,274,158,,,repeat,Trip,,
Alpha,,0,98,28,2,70,3,,0,67,44,0,23,Beta,Disarm,,,74,274,158,,,repeat,Disarm,,
Alpha,,0,55,26,1,29,3,28,0,16,44,0,0,Beta,Equipment Damage,,,75,274,158,,,defender-wins,Equipment Damage,,
Beta,1,0,27,28,0,0,3,14,0,25,39,0,0,Alpha,Inflict Injury,,,76,158,274,,,defender-wins,Attack,,
Beta,,0,86,29,1,57,3,12,0,27,39,0,0,Alpha,Grappled,,,77,158,274,,,defender-wins,Grapple,,
Beta,13,0,14,27,0,0,3,,0,76,39,0,37,Alpha,Prone,1,2,78,158,274,,41,attacker-wins,Trip,pass,Torso
Beta,22,0,8,30,0,0,3,1,0,38,39,0,0,Alpha,Disarm,,2,79,158,253,21,80,attacker-wins,Disarm,fail-and-fall-back,Head
Beta,6,0,26,32,0,0,3,,0,52,39,0,13,Alpha,Equipment Damage,1,2,80,158,253,,62,attacker-wins,Equipment Damage,pass,Arms
Alpha,16,0,14,30,0,0,3,15,0,29,44,0,0,Beta,Inflict Injury,,,81,253,157,1,,attacker-wins,Attack,,
Alpha,,0,84,31,1,53,3,,0,51,44,0,7,Beta,Grappled,,,82,253,157,,,repeat,Grapple,,
Alpha,,0,71,32,1,39,3,21,0,23,44,0,0,Beta,Prone,,,83,253,157,,,defender-wins,Trip,,
Alpha,,10,76,30,1,46,3,37,0,7,44,0,0,Beta,Disarm,,,84,243,157,,,defender-wins,Disarm,,
Alpha,,30,80,27,1,53,3,,0,95,44,1,51,Beta,Equipment Damage,,,85,213,157,,,repeat,Equipment Damage,,
Beta,16,0,12,28,0,0,3,26,0,13,39,0,0,Alpha,Inflict Injury,,,86,157,213,,,defender-wins,Attack,,
Beta,6,0,24,30,0,0,3,2,0,37,39,0,0,Alpha,Grappled,1,2,87,157,213,,42,attacker-wins,Grapple,pass,Torso
Beta,,0,29,27,0,2,3,,0,92,39,1,53,Alpha,Prone,,,88,157,213,,,repeat,Trip,,
Beta,,0,70,30,1,40,3,27,0,13,40,0,0,Alpha,Disarm,,,89,157,213,,,defender-wins,Disarm,,
Beta,,0,74,32,1,42,3,,0,84,40,1,44,Alpha,Equipment Damage,,,90,157,213,,,repeat,Equipment Damage,,
Alpha,10,0,20,30,0,0,3,,0,80,45,0,35,Beta,Inflict Injury,,,91,213,147,10,,attacker-wins,Attack,,
Alpha,,0,83,32,1,51,3,28,0,17,45,0,0,Beta,Grappled,,,92,213,147,,,defender-wins,Grapple,,
Alpha,,0,53,33,0,20,3,,0,89,45,0,44,Beta,Prone,,,93,213,147,,,repeat,Trip,,
Alpha,,0,40,31,0,9,3,,0,68,45,0,23,Beta,Disarm,,,94,213,147,,,repeat,Disarm,,
Alpha,,0,55,28,0,27,3,9,0,36,45,0,0,Beta,Equipment Damage,,,95,213,147,,,defender-wins,Equipment Damage,,
Beta,,0,51,28,0,23,3,8,0,33,41,0,0,Alpha,Inflict Injury,,,96,147,213,,,defender-wins,Attack,,
Beta,,0,33,30,0,3,3,,0,60,41,0,19,Alpha,Grappled,,,97,147,213,,,repeat,Grapple,,
Beta,,0,57,27,1,30,3,,30,97,41,1,56,Alpha,Prone,,,98,147,183,,,repeat,Trip,,
Beta,,23,98,31,2,67,3,,25,75,42,0,33,Alpha,Disarm,,,99,124,158,,,repeat,Disarm,,
Beta,,7,57,33,0,24,3,,22,72,42,0,30,Alpha,Equipment Damage,,,100,117,136,,,repeat,Equipment Damage,,
Alpha,16,0,14,30,0,0,3,17,0,28,45,0,0,Beta,Inflict Injury,,,101,136,117,,,defender-wins,Attack,,
Alpha,8,0,25,33,0,0,3,,0,72,45,0,27,Beta,Grappled,1,2,102,136,117,,52,attacker-wins,Grapple,pass,Arms
Alpha,,0,34,33,0,1,3,,41,91,45,1,46,Beta,Prone,,,103,136,76,,,repeat,Trip,,
Alpha,,0,82,31,1,51,3,34,0,12,46,0,0,Beta,Disarm,,,104,136,76,,,defender-wins,Disarm,,
Alpha,,0,38,28,0,10,3,24,0,22,46,0,0,Beta,Equipment Damage,,,105,136,76,,,defender-wins,Equipment Damage,,
Beta,,0,61,28,1,33,3,41,0,1,42,0,0,Alpha,Inflict Injury,,,106,76,136,,,defender-wins,Attack,,
Beta,,0,92,30,2,62,3,40,0,2,42,0,0,Alpha,Grappled,,,107,76,136,,,defender-wins,Grapple,,
Beta,,8,71,28,1,43,3,21,0,21,42,0,0,Alpha,Prone,,,108,68,136,,,defender-wins,Trip,,
Beta,,0,38,33,0,5,3,,0,52,42,0,10,Alpha,Disarm,,,109,68,136,,,repeat,Disarm,,
Beta,,0,54,33,0,21,3,12,0,30,42,0,0,Alpha,Equipment Damage,,,110,68,136,,,defender-wins,Equipment Damage,,
Alpha,,0,43,30,0,13,3,18,0,28,46,0,0,Beta,Inflict Injury,,,111,136,68,,,defender-wins,Attack,,
Alpha,,0,82,33,1,49,3,,0,78,46,0,32,Beta,Grappled,,,112,136,68,,,repeat,Grapple,,
Alpha,,0,60,33,0,27,3,40,0,6,46,0,0,Beta,Prone,,,113,136,68,,,defender-wins,Trip,,
Alpha,,0,40,32,0,8,3,20,0,26,46,0,0,Beta,Disarm,,,114,136,68,,,defender-wins,Disarm,,
Alpha,,0,85,28,2,57,3,38,0,8,46,0,0,Beta,Equipment Damage,,,115,136,68,,,defender-wins,Equipment Damage,,
Beta,,0,67,29,1,38,3,26,0,16,42,0,0,Alpha,Inflict Injury,,,116,68,136,,,defender-wins,Attack,,
Beta,,0,80,32,1,48,3,,0,88,42,1,46,Alpha,Grappled,,,117,68,136,,,repeat,Grapple,,
Beta,19,0,10,29,0,0,3,2,0,41,43,0,0,Alpha,Prone,1,2,118,68,136,,1,attacker-wins,Trip,pass,Legs
Beta,,0,81,33,1,48,3,,0,56,43,0,13,Alpha,Disarm,,,119,68,136,,,repeat,Disarm,,
Beta,,0,69,33,1,36,3,8,0,35,43,0,0,Alpha,Equipment Damage,,,120,68,136,,,defender-wins,Equipment Damage,,
Alpha,,0,80,30,1,50,3,,0,64,46,0,18,Beta,Inflict Injury,,,121,136,68,,,repeat,Attack,,
Alpha,,17,84,34,1,50,3,4,0,42,46,0,0,Beta,Grappled,,,122,119,68,,,defender-wins,Grapple,,
Alpha,,39,89,33,1,56,3,,0,57,46,0,11,Beta,Prone,,,123,80,68,,,repeat,Trip,,
Alpha,,0,45,32,0,13,3,2,0,44,46,0,0,Beta,Disarm,,,124,80,68,,,defender-wins,Disarm,,
Alpha,10,0,20,30,0,0,3,19,0,27,46,0,0,Beta,Equipment Damage,,,125,80,68,,,defender-wins,Equipment Damage,,
Beta,11,0,19,30,0,0,3,,0,81,43,0,38,Alpha,Inflict Injury,,,126,68,69,11,,attacker-wins,Attack,,
Beta,,0,34,33,0,1,3,17,0,26,43,0,0,Alpha,Grappled,,,127,68,69,,,defender-wins,Grapple,,
Beta,25,0,4,29,0,0,3,,2,80,43,0,37,Alpha,Prone,1,2,128,68,67,,40,attacker-wins,Trip,pass,Torso
Beta,,0,76,34,1,42,3,,0,49,43,0,6,Alpha,Disarm,,,129,68,67,,,repeat,Disarm,,
Beta,,0,100,34,1,66,3,,32,83,43,0,40,Alpha,Equipment Damage,,,130,68,35,,,repeat,Equipment Damage,,
Alpha,,28,78,31,1,47,3,22,0,24,46,0,0,Beta,Inflict Injury,,,131,7,68,,,defender-wins,Attack,,
Alpha,,0,42,35,0,7,3,,0,51,46,0,5,Beta,Grappled,,,132,7,68,,,repeat,Grapple,,
Alpha,,15,73,34,1,39,3,1,0,45,46,0,0,Beta,Prone,,,133,-8,68,,,defender-wins,Trip,,
Beta,,0,64,25,1,39,4,,0,61,25,1,36,Alpha,Inflict Injury,,,1,600,600,,,repeat,Attack,,
Beta,,0,29,25,0,4,4,,0,65,26,1,39,Alpha,Grappled,,,2,600,600,,,repeat,Grapple,,
Beta,,0,64,25,1,39,4,12,0,15,27,0,0,Alpha,Prone,,,3,600,600,,,defender-wins,Trip,,
Beta,13,0,12,25,0,0,4,0,0,27,27,0,0,Alpha,Disarm,,2,4,600,587,13,21,attacker-wins,Disarm,fail-and-fall-back,Legs
Beta,,0,61,25,1,36,4,,0,74,27,1,47,Alpha,Equipment Damage,,,5,600,587,,,repeat,Equipment Damage,,
Alpha,,0,31,25,0,6,4,,0,42,25,0,17,Beta,Inflict Injury,,,6,587,600,,,repeat,Attack,,
Alpha,,0,42,25,0,17,4,,0,47,25,0,22,Beta,Grappled,,,7,587,600,,,repeat,Grapple,,
Alpha,,0,87,25,2,62,4,14,0,11,25,0,0,Beta,Prone,,,8,587,600,,,defender-wins,Trip,,
Alpha,,0,74,25,1,49,4,,0,35,25,0,10,Beta,Disarm,,,9,587,600,,,repeat,Disarm,,
Alpha,,0,89,25,2,64,4,16,0,9,25,0,0,Beta,Equipment Damage,,,10,587,600,,,defender-wins,Equipment Damage,,
Beta,10,0,16,26,0,0,4,,20,70,28,1,42,Alpha,Inflict Injury,,,11,600,557,10,,attacker-wins,Attack,,
Beta,,0,70,25,1,45,4,,6,56,29,0,27,Alpha,Grappled,,,12,600,551,,,repeat,Grapple,,
Beta,,0,59,26,1,33,4,1,0,28,29,0,0,Alpha,Prone,,,13,600,551,,,defender-wins,Trip,,
Beta,,0,64,25,1,39,4,,0,43,29,0,14,Alpha,Disarm,,,14,600,551,,,repeat,Disarm,,
Beta,,0,36,26,0,10,4,,0,60,29,1,31,Alpha,Equipment Damage,,,15,600,551,,,repeat,Equipment Damage,,
Alpha,,0,37,25,0,12,4,,0,28,25,0,3,Beta,Inflict Injury,,,16,551,600,,,repeat,Attack,,
Alpha,14,0,11,25,0,0,4,14,0,11,25,0,0,Beta,Grappled,,,17,551,600,,,repeat,Grapple,,
Alpha,,0,31,27,0,4,4,,0,69,25,1,44,Beta,Prone,,,18,551,600,,,repeat,Trip,,
Alpha,,0,80,26,2,54,4,,0,37,26,0,11,Beta,Disarm,,,19,551,600,,,repeat,Disarm,,
Alpha,7,0,20,27,0,0,4,,0,57,26,1,31,Beta,Equipment Damage,,2,20,551,593,7,2,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,0,35,26,0,9,4,,0,83,30,1,53,Alpha,Inflict Injury,,,21,593,551,,,repeat,Attack,,
Beta,3,0,23,26,0,0,4,17,0,14,31,0,0,Alpha,Grappled,,,22,593,551,,,defender-wins,Grapple,,
Beta,,0,38,27,0,11,4,,0,54,31,0,23,Alpha,Prone,,,23,593,551,,,repeat,Trip,,
Beta,,0,89,26,2,63,4,2,0,29,31,0,0,Alpha,Disarm,,,24,593,551,,,defender-wins,Disarm,,
Beta,18,0,8,26,0,0,4,12,0,19,31,0,0,Alpha,Equipment Damage,,2,25,593,545,6,80,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Alpha,,0,35,25,0,10,4,,0,80,27,1,53,Beta,Inflict Injury,,,26,545,593,,,repeat,Attack,,
Alpha,1,0,24,25,0,0,4,24,0,4,28,0,0,Beta,Grappled,,,27,545,593,,,defender-wins,Grapple,,
Alpha,,0,48,27,0,21,4,,0,37,28,0,9,Beta,Prone,,,28,545,593,,,repeat,Trip,,
Alpha,26,0,2,28,0,0,4,,0,31,28,0,3,Beta,Disarm,,2,29,545,567,26,20,attacker-wins,Disarm,fail-and-fall-back,Legs
Alpha,,0,44,27,0,17,4,,0,85,28,2,57,Beta,Equipment Damage,,,30,545,567,,,repeat,Equipment Damage,,
Beta,,0,65,26,1,39,4,,0,78,31,1,47,Alpha,Inflict Injury,,,31,567,545,,,repeat,Attack,,
Beta,,0,52,26,1,26,4,6,0,26,32,0,0,Alpha,Grappled,,,32,567,545,,,defender-wins,Grapple,,
Beta,25,0,2,27,0,0,4,30,0,2,32,0,0,Alpha,Prone,,,33,567,545,,,defender-wins,Trip,,
Beta,,0,94,28,2,66,4,,0,58,32,0,26,Alpha,Disarm,,,34,567,545,,,repeat,Disarm,,
Beta,,0,70,26,1,44,4,,0,93,32,1,61,Alpha,Equipment Damage,,,35,567,545,,,repeat,Equipment Damage,,
Alpha,,0,94,25,2,69,4,,4,86,30,1,56,Beta,Inflict Injury,,,36,545,563,,,repeat,Attack,,
Alpha,,0,28,25,0,3,4,,3,53,31,0,22,Beta,Grappled,,,37,545,560,,,repeat,Grapple,,
Alpha,,0,37,27,0,10,4,,23,73,31,1,42,Beta,Prone,,,38,545,537,,,repeat,Trip,,
Alpha,22,0,6,28,0,0,4,,31,81,32,1,49,Beta,Disarm,1,2,39,545,506,,60,attacker-wins,Disarm,pass,Arms
Alpha,,0,75,27,1,48,4,,45,95,33,1,62,Beta,Equipment Damage,,,40,545,461,,,repeat,Equipment Damage,,
Beta,,0,32,27,0,5,4,,0,60,33,0,27,Alpha,Inflict Injury,,,41,461,545,,,repeat,Attack,,
Beta,,23,91,27,2,64,4,,0,94,33,1,61,Alpha,Grappled,,,42,438,545,,,repeat,Grapple,,
Beta,,20,70,27,1,43,4,,0,47,34,0,13,Alpha,Prone,,,43,418,545,,,repeat,Trip,,
Beta,,33,83,30,1,53,4,25,0,9,34,0,0,Alpha,Disarm,,,44,385,545,,,defender-wins,Disarm,,
Beta,,11,61,27,1,34,4,,0,58,34,0,24,Alpha,Equipment Damage,,,45,374,545,,,repeat,Equipment Damage,,
Alpha,,3,94,27,2,67,4,16,0,18,34,0,0,Beta,Inflict Injury,,,46,542,374,,,defender-wins,Attack,,
Alpha,,35,85,25,2,60,4,22,0,12,34,0,0,Beta,Grappled,,,47,507,374,,,defender-wins,Grapple,,
Alpha,9,0,18,27,0,0,4,,0,43,34,0,9,Beta,Prone,1,2,48,507,374,,81,attacker-wins,Trip,pass,Head
Alpha,15,0,13,28,0,0,4,,0,65,34,0,31,Beta,Disarm,,2,49,507,359,15,31,attacker-wins,Disarm,fail-and-fall-back,Torso
Alpha,,0,45,28,0,17,4,,0,53,34,0,19,Beta,Equipment Damage,,,50,507,359,,,repeat,Equipment Damage,,
Beta,,0,47,27,0,20,4,,0,67,34,0,33,Alpha,Inflict Injury,,,51,359,507,,,repeat,Attack,,
Beta,,0,37,29,0,8,4,29,0,5,34,0,0,Alpha,Grappled,,,52,359,507,,,defender-wins,Grapple,,
Beta,,0,50,28,0,22,4,,0,96,34,1,62,Alpha,Prone,,,53,359,507,,,repeat,Trip,,
Beta,,0,74,31,1,43,4,14,0,21,35,0,0,Alpha,Disarm,,,54,359,507,,,defender-wins,Disarm,,
Beta,,0,48,28,0,20,4,,0,47,35,0,12,Alpha,Equipment Damage,,,55,359,507,,,repeat,Equipment Damage,,
Alpha,,0,100,29,2,71,4,17,0,17,34,0,0,Beta,Inflict Injury,,,56,507,359,,,defender-wins,Attack,,
Alpha,,9,95,27,2,68,4,,0,57,34,0,23,Beta,Grappled,,,57,498,359,,,repeat,Grapple,,
Alpha,,27,77,27,1,50,4,,0,90,34,1,56,Beta,Prone,,,58,471,359,,,repeat,Trip,,
Alpha,,13,63,28,1,35,4,,0,81,35,1,46,Beta,Disarm,,,59,458,359,,,repeat,Disarm,,
Alpha,14,0,14,28,0,0,4,,0,58,36,0,22,Beta,Equipment Damage,1,2,60,458,359,,41,attacker-wins,Equipment Damage,pass,Torso
Beta,,6,56,27,1,29,4,,0,38,35,0,3,Alpha,Inflict Injury,,,61,353,458,,,repeat,Attack,,
Beta,,32,82,29,1,53,4,,0,37,35,0,2,Alpha,Grappled,,,62,321,458,,,repeat,Grapple,,
Beta,,0,45,28,0,17,4,,0,71,35,1,36,Alpha,Prone,,,63,321,458,,,repeat,Trip,,
Beta,,13,68,32,1,36,4,0,0,36,36,0,0,Alpha,Disarm,,,64,308,458,,,defender-wins,Disarm,,
Beta,,39,89,28,2,61,4,,0,66,36,0,30,Alpha,Equipment Damage,,,65,269,458,,,repeat,Equipment Damage,,
Alpha,6,0,25,31,0,0,4,,29,79,36,1,43,Beta,Inflict Injury,,,66,458,234,6,,attacker-wins,Attack,,
Alpha,,0,54,29,0,25,4,,2,52,37,0,15,Beta,Grappled,,,67,458,232,,,repeat,Grapple,,
Alpha,,0,37,28,0,9,4,,42,92,37,1,55,Beta,Prone,,,68,458,190,,,repeat,Trip,,
Alpha,,0,83,29,1,54,4,,35,85,38,1,47,Beta,Disarm,,,69,458,155,,,repeat,Disarm,,
Alpha,,0,43,28,0,15,4,,38,88,39,1,49,Beta,Equipment Damage,,,70,458,117,,,repeat,Equipment Damage,,
Beta,,32,82,28,1,54,4,,0,59,36,0,23,Alpha,Inflict Injury,,,71,85,458,,,repeat,Attack,,
Beta,,14,64,30,1,34,4,,0,65,36,0,29,Alpha,Grappled,,,72,71,458,,,repeat,Grapple,,
Beta,,42,92,28,2,64,4,2,0,34,36,0,0,Alpha,Prone,,,73,29,458,,,defender-wins,Trip,,
Beta,,38,88,33,1,55,4,,0,77,36,1,41,Alpha,Disarm,,,74,-9,458,,,repeat,Disarm,,
Alpha,,0,71,25,1,46,5,,0,79,25,2,54,Beta,Inflict Injury,,,1,600,600,,,repeat,Attack,,
Alpha,16,0,9,25,0,0,5,2,0,25,27,0,0,Beta,Grappled,1,2,2,600,600,,90,attacker-wins,Grapple,pass,Head
Alpha,,0,91,25,2,66,5,3,0,24,27,0,0,Beta,Prone,,,3,600,600,,,defender-wins,Trip,,
Alpha,,0,59,25,1,34,5,,0,91,27,2,64,Beta,Disarm,,,4,600,600,,,repeat,Disarm,,
Alpha,,0,67,25,1,42,5,20,0,9,29,0,0,Beta,Equipment Damage,,,5,600,600,,,defender-wins,Equipment Damage,,
Beta,,0,75,25,1,50,5,5,0,20,25,0,0,Alpha,Inflict Injury,,,6,600,600,,,defender-wins,Attack,,
Beta,,0,73,25,1,48,5,8,0,17,25,0,0,Alpha,Grappled,,,7,600,600,,,defender-wins,Grapple,,
Beta,15,0,10,25,0,0,5,16,0,9,25,0,0,Alpha,Prone,,,8,600,600,,,defender-wins,Trip,,
Beta,,0,95,25,2,70,5,,0,91,25,2,66,Alpha,Disarm,,,9,600,600,,,repeat,Disarm,,
Beta,,0,28,25,0,3,5,,0,96,27,2,69,Alpha,Equipment Damage,,,10,600,600,,,repeat,Equipment Damage,,
Alpha,,37,100,26,2,74,5,13,0,16,29,0,0,Beta,Inflict Injury,,,11,563,600,,,defender-wins,Attack,,
Alpha,,0,50,25,1,25,5,,0,94,29,2,65,Beta,Grappled,,,12,563,600,,,repeat,Grapple,,
Alpha,,12,62,27,1,35,5,,0,59,31,0,28,Beta,Prone,,,13,551,600,,,repeat,Trip,,
Alpha,,0,38,26,0,12,5,24,0,7,31,0,0,Beta,Disarm,,,14,551,600,,,defender-wins,Disarm,,
Alpha,,1,63,26,1,37,5,,0,35,31,0,4,Beta,Equipment Damage,,,15,550,600,,,repeat,Equipment Damage,,
Beta,,0,41,26,0,15,5,,2,52,29,0,23,Alpha,Inflict Injury,,,16,600,548,,,repeat,Attack,,
Beta,17,0,9,26,0,0,5,,0,37,29,0,8,Alpha,Grappled,1,2,17,600,548,,90,attacker-wins,Grapple,pass,Head
Beta,,0,45,25,0,20,5,,0,41,29,0,12,Alpha,Prone,,,18,600,548,,,repeat,Trip,,
Beta,3,0,24,27,0,0,5,,0,30,29,0,1,Alpha,Disarm,,2,19,600,545,3,42,attacker-wins,Disarm,fail-and-fall-back,Torso
Beta,,0,83,25,2,58,5,,0,92,29,2,63,Alpha,Equipment Damage,,,20,600,545,,,repeat,Equipment Damage,,
Alpha,1,0,27,28,0,0,5,,0,61,31,0,30,Beta,Inflict Injury,,,21,545,599,1,,attacker-wins,Attack,,
Alpha,,0,64,26,1,38,5,,0,50,31,0,19,Beta,Grappled,,,22,545,599,,,repeat,Grapple,,
Alpha,,0,30,28,0,2,5,13,0,18,31,0,0,Beta,Prone,,,23,545,599,,,defender-wins,Trip,,
Alpha,,6,85,26,2,59,5,29,0,2,31,0,0,Beta,Disarm,,,24,539,599,,,defender-wins,Disarm,,
Alpha,,26,76,27,1,49,5,,0,70,31,1,39,Beta,Equipment Damage,,,25,513,599,,,repeat,Equipment Damage,,
Beta,,0,77,26,1,51,5,,0,40,31,0,9,Alpha,Inflict Injury,,,26,599,513,,,repeat,Attack,,
Beta,,0,34,26,0,8,5,,17,77,31,1,46,Alpha,Grappled,,,27,599,496,,,repeat,Grapple,,
Beta,,0,61,25,1,36,5,22,0,10,32,0,0,Alpha,Prone,,,28,599,496,,,defender-wins,Trip,,
Beta,,0,75,27,1,48,5,,0,86,32,1,54,Alpha,Disarm,,,29,599,496,,,repeat,Disarm,,
Beta,,0,78,27,1,51,5,14,0,19,33,0,0,Alpha,Equipment Damage,,,30,599,496,,,defender-wins,Equipment Damage,,
Alpha,26,0,2,28,0,0,5,,0,54,32,0,22,Beta,Inflict Injury,,,31,496,573,26,,attacker-wins,Attack,,
Alpha,,0,83,27,2,56,5,,0,36,32,0,4,Beta,Grappled,,,32,496,573,,,repeat,Grapple,,
Alpha,,0,77,28,1,49,5,15,0,17,32,0,0,Beta,Prone,,,33,496,573,,,defender-wins,Trip,,
Alpha,,6,79,28,1,51,5,,0,65,32,1,33,Beta,Disarm,,,34,490,573,,,repeat,Disarm,,
Alpha,,0,34,28,0,6,5,,0,81,33,1,48,Beta,Equipment Damage,,,35,490,573,,,repeat,Equipment Damage,,
Beta,,0,32,27,0,5,5,,32,98,33,1,65,Alpha,Inflict Injury,,,36,573,458,,,repeat,Attack,,
Beta,,22,92,26,2,66,5,15,0,19,34,0,0,Alpha,Grappled,,,37,551,458,,,defender-wins,Grapple,,
Beta,,0,37,26,0,11,5,,0,62,34,0,28,Alpha,Prone,,,38,551,458,,,repeat,Trip,,
Beta,,0,32,28,0,4,5,8,0,26,34,0,0,Alpha,Disarm,,,39,551,458,,,defender-wins,Disarm,,
Beta,,11,92,28,2,64,5,,0,58,34,0,24,Alpha,Equipment Damage,,,40,540,458,,,repeat,Equipment Damage,,
Alpha,,1,86,28,2,58,5,28,0,6,34,0,0,Beta,Inflict Injury,,,41,457,540,,,defender-wins,Attack,,
Alpha,,0,40,29,0,11,5,6,0,28,34,0,0,Beta,Grappled,,,42,457,540,,,defender-wins,Grapple,,
Alpha,,0,53,29,0,24,5,26,0,8,34,0,0,Beta,Prone,,,43,457,540,,,defender-wins,Trip,,
Alpha,,0,56,29,0,27,5,,0,39,34,0,5,Beta,Disarm,,,44,457,540,,,repeat,Disarm,,
Alpha,4,0,24,28,0,0,5,,0,51,34,0,17,Beta,Equipment Damage,1,2,45,457,540,,42,attacker-wins,Equipment Damage,pass,Torso
Beta,,0,85,27,2,58,5,12,0,22,34,0,0,Alpha,Inflict Injury,,,46,540,457,,,defender-wins,Attack,,
Beta,,0,46,28,0,18,5,,0,78,34,1,44,Alpha,Grappled,,,47,540,457,,,repeat,Grapple,,
Beta,,0,45,26,0,19,5,,2,79,35,1,44,Alpha,Prone,,,48,540,455,,,repeat,Trip,,
Beta,,0,57,28,1,29,5,8,0,28,36,0,0,Alpha,Disarm,,,49,540,455,,,defender-wins,Disarm,,
Beta,,0,50,30,0,20,5,,0,66,36,0,30,Alpha,Equipment Damage,,,50,540,455,,,repeat,Equipment Damage,,
